chemical_name,smiles,database_id,cas,odor_data,odor_labels_filtered
Isohexyl isovalerate,CC(C)CCCOC(=O)CC(C)C,3446,850309-45-4,"Fruity pungent odor, Initial notes are sharp green","['green', 'fruity', 'sharp', 'pungent']"
Nerolidyl isobutyrate,C=CC(C)(CC/C=C(/C)CCC=C(C)C)OC(=O)C(C)C,3449,2639-68-1,"Sweet, fruity-woody, Bergamot-and-Pear-like","['fruity', 'pear', 'woody', 'sweet']"
Neryl crotonate,C/C=C/C(=O)OC/C=C(/C)CCC=C(C)C,3450,,"Mild, fresh, slightly fruity, rose connotations","['fruity', 'fresh', 'rose']"
Neryl phenylacetate,CC(C)=CCC/C(C)=C\COC(=O)Cc1ccccc1,3451,102-22-70,"Deep-sweet, very rich, but mild-rosy-honeylike, floral odor","['rose', 'honey', 'floral', 'sweet']"
Nonenyl butyrate,CCCCCCCC=COC(=O)CCC,3453,,"Green, tropical fruiy with waxy melon aspects","['green', 'fruity', 'melon', 'tropical', 'waxy']"
Nonenyl isovalerate,CCCCCCCC=COC(=O)CC(C)C,3454,,"Green, tropical fruiy with waxy melon & apple aspects","['apple', 'green', 'fruity', 'melon', 'tropical', 'waxy']"
Nonyl butyrate,CCCCCCCCCOC(=O)CCC,3455,2639-64-7,"Heavy, sweet-fruity orange-rose, herbaceous odor","['rose', 'fruity', 'orange', 'herbal', 'sweet']"
Nonyl formate,CCCCCCCCCOC=O,3456,5451-92-3,"Sweet citrusy, slightly waxy-fruity taste in concentrations near 20 ppm","['sweet', 'citrus']"
Nonyl hexanoate,CCCCCCCCCOC(=O)CCCCC,3457,101452-99-7,"Winey-ethereal, mildly fruity and nut-like odor","['fruity', 'nutty', 'winey', 'ethereal']"
Nonyl isobutyrate,CCCCCCCCCOC(=O)C(C)C,3458,10522-34-6,"Sweet-sharp Apricot-like, orange-rosy, herbaceous-green odor","['apricot', 'rose', 'green', 'sharp', 'orange', 'herbal', 'sweet']"
Nonyl propionate,CCCCCCCCCOC(=O)CC,3459,53184-67-1,"Winey-ethereal, sweet-rosy and mildly waxy aldehydic odor","['rose', 'ethereal', 'waxy', 'aldehydic', 'winey', 'sweet']"
Octadecyl acetate,CCCCCCCCCCCCCCCCCCOC(C)=O,3460,822-23-1,"Mild oily, fatty, waxy","['oily', 'fatty', 'waxy']"
Octenyl isobutyrate,C=CC(CCCCC)OC(=O)C(C)C,3462,93940-61-5,"Pleasant mushroom, fruity aroma","['fruity', 'mushroom']"
Octyl acetoacetate,CCCCCCCCOC(=O)CC(C)=O,3464,16436-00-3,"Somewhat oily-waxy, fermented, fruity, caramellic","['caramellic', 'oily', 'fruity', 'fermented', 'waxy']"
Octyl butyrate,CCCCCC(CC)OC(=O)CCC,3465,20286-45-7,"Fruity, herbaceous","['fruity', 'herbal']"
Octyl crotonate,C/C=C\C(=O)OCCCCCCCC,3466,22874-79-9,"Fresh, herbal-fruity, slightly floral, somewhat lavender-like","['fruity', 'fresh', 'herbal', 'floral']"
Octyl decanoate,CCCCCCCCCC(=O)OCCCCCCCC,3467,2306-92-5,"Mild, fatty, oily, slightly fruity odor","['oily', 'fatty', 'fruity']"
Octyl pivalate,CCCCCCCCOC(=O)C(C)(C)C,3468,27751-88-8,"Fruity, waxy, green apple, somewhat oily. earthy & creamy","['creamy', 'apple', 'green', 'fruity', 'oily', 'earthy', 'waxy']"
Oleyl acetate,CCCCCCCC/C=C\CCCCCCCCOC(C)=O,3469,693-80-1,"Soft, fatty; slightly oily-fruity","['oily', 'fruity', 'fatty']"
Phenethyl ethylhexanoate,CCCCC(CC)C(=O)OCCc1ccccc1,3470,93776-92-2,"Soft aromatic, floral woody; slightly rose-like.","['rose', 'woody', 'aromatic', 'floral']"
Phenethyl nonanoate,CCCCCCCCC(=O)OCCc1ccccc1,3471,57943-67-6,"Oily-sweet, delicately rosy, petal-like and mildly waxy, herbaceous odor","['rose', 'oily', 'herbal', 'waxy', 'sweet']"
Phenethyl pivalate,CC(C)(C)C(=O)OCCc1ccccc1,3472,67662-96-8,"Rose, spice, rhodinol, geranium, blueberry",['rose']
Phenoxyethyl acetate,CC(=O)OCCOc1ccccc1,3473,6192-44-5,"Fruity-floral, somewhat herbaceous connotation odor","['fruity', 'floral', 'herbal']"
Phenoxyethyl propionate,CCC(=O)OCCOc1ccccc1,3474,23495-12-7,"Resinous, fruity note reminding of myrrh and opoponax, lavender note",['fruity']
Phenyl butyrate,CCCC(=O)Oc1ccccc1,3475,4346-18-3,"Sweet, somewhat aromatic, floral, heavy fruity, honey","['fruity', 'honey', 'aromatic', 'floral', 'sweet']"
Phenyl isobutyrate,CC(C)C(=O)Oc1ccccc1,3476,20279-29-2,"Pungent-heavy, honey-fruity odor with distinctly animal undertones","['fruity', 'honey', 'animal', 'pungent']"
Phenyl propionate,CCC(=O)Oc1ccccc1,3477,637-27-4,"Foral, honey, phenolic notes","['honey', 'phenolic', 'floral']"
Phenylpropyl decanoate,CCCCCCCCCC(=O)OCCCc1ccccc1,3479,,"Mild, oily-fruity, slightly green-bland odor reminiscent of unripe Banana,","['green', 'oily', 'fruity', 'banana']"
Phenylpropyl salicylate,O=C(OCCCc1ccccc1)c1ccccc1O,3480,24781-13-3,"Weak, sweet, balsamic with a floral undertone","['balsamic', 'floral', 'sweet']"
Phenylpropyl valerate,CCCCC(=O)OCCCc1ccccc1,3481,5451-88-7,"Heavy-fruity, mildly spicy-balsamic, sweet, reminiscent of fruit preserves","['spicy', 'fruity', 'balsamic', 'sweet']"
Propyl acetoacetate,CCCOC(=O)CC(C)=O,3485,1779-60-8,"Fruity, caramellic, fermented, brandy, heavy fruit-apple notes","['apple', 'caramellic', 'fruity', 'fermented', 'brandy']"
Propyl cyclohexanepropionate,CCCOC(=O)CCC1CCCCC1,3486,16595-06-5,"Strong, sweet, fruity, pineapple-peach, pear notes","['fruity', 'pear', 'pineapple', 'peach', 'sweet']"
Propyl isohexanoate,CCCOC(=O)CCC(C)C,3487,25415-68-3,"Fruity, pineapple-apple notes","['fruity', 'apple', 'pineapple']"
Propyl levulinate,CCCOC(=O)CCC(C)=O,3488,645-67-0,"Sweet, slight fruity, caramellic","['fruity', 'caramellic', 'sweet']"
Propyl pivalate,CCCOC(=O)C(C)(C)C,3489,5129-35-1,"Sweet, estry, ripe fruity, with tropical and juicy notes","['ripe', 'fruity', 'tropical', 'sweet']"
Propyl pyruvate,CCCOC(=O)C(C)=O,3490,20279-43-0,"Fruity, caramellic, burnt","['fruity', 'burnt', 'caramellic']"
Propyl sorbate,C/C=C\C=C\C(=O)OCCC,3491,10297-72-0,"Fresh, green, fruity tropical, pineapple","['green', 'fruity', 'tropical', 'fresh', 'pineapple']"
Propylene glycol diacetate,CC(=O)OCC(C)OC(C)=O,3492,623-84-7,"Mild, weak fruity flavor",['fruity']
Propylene glycol dibutyrate,CCCC(=O)OCC(C)OC(=O)CCC,3493,50980-84-2,"Mild, weak fruity flavor",['fruity']
Propylene glycol dioctanoate,CCCCCCCC(=O)OCC(C)OC(=O)CCCCCCC,3494,7384-98-7,"Mild, weak fatty oily; some cognac fruity notes","['oily', 'fatty', 'fruity', 'cognac']"
Propylene glycol dipropionate,CCC(=O)OCC(C)OC(=O)CC,3495,10108-80-2,"Mild, weak fruity-winey flavor","['fruity', 'winey']"
Propylene glycol monobutyrate (2 isomers),CCCC(=O)OCC(C)O,3498,29592-95-8,"Mild fruity ethereal aroma; mild, weak fruity flavor","['fruity', 'ethereal']"
Propylene glycol monopropionate (2 isomers),CCC(=O)OCC(C)O,3500,25496-75-7,"Mild, weak fruity flavor",['fruity']
Tolyl thioacetate,CC(=S)Oc1ccccc1C,3501,,"Sulfurous, meaty notes","['sulfurous', 'meaty']"
Styrallyl hexanoate,CCCCCC(=O)OC(C)c1ccccc1,3503,3460-45-5,"Mild, fruity, rose note","['fruity', 'rose']"
Styrallyl isovalerate,CC(C)CC(=O)OC(C)c1ccccc1,3504,56961-73-0,"Herbal-fruity, floral odor of Honeysuckle-Jasmin type","['fruity', 'jasmine', 'herbal', 'floral']"
Sulfurol butyrate,CCCC(=O)OCCc1scnc1C,3505,94159-31-6,"Roasted, nutty, meaty-fatty notes; See comments","['fatty', 'nutty', 'meaty', 'roasted']"
Sulfurol hexanoate,CCCCCC(=O)OCCc1scnc1C,3509,94159-32-7,"Roasted, nutty, meaty-fatty; Kidney stew flavor (see comments)","['fatty', 'nutty', 'meaty', 'roasted']"
Amyl acetate,CCC(C)(C)OC(C)=O,3515,625-16-1,"Fresh-minty, fruity banana odor","['fruity', 'fresh', 'banana', 'mint']"
Butylcyclohexyl acetate,CCCCC1(OC(C)=O)CCCCC1,3516,33210-23-4,"Rich woody, pleasant floral, with fruity note","['woody', 'fruity', 'floral']"
Tetradecyl butyrate,Cc1ccc(C)c(NC(=O)C(C)Sc2ccccc2)c1,3517,6221-98-3,"Mild waxy-fatty, slightly fruity","['fatty', 'fruity', 'waxy']"
Tetrahydrocuminyl acetate,CC(=O)OCC1C=CC(C(C)C)CC1,3518,,"Herbaceous, woody, slight spicy fruity odor","['woody', 'spicy', 'fruity', 'herbal']"
Tetrahydrofurfuryl mercaptopropionate,CC(S)C(=O)OCC1CCCO1,3519,99253-91-5,"Sulfurous, savory, a tropical modifier in dilution","['sulfurous', 'savory', 'tropical']"
Tributyl citrate,CCCCOC(=O)CC(O)(CC(=O)OCCCC)C(=O)OCCCC,3520,77-94-1,Virtually odorless; used as a solvent,['odorless']
Tricyclodecenyl acetate,CC(=O)OC1CC2CC1C1C=CCC21,3521,2500-83-6,"Green and woody, with sweet anisic note","['green', 'woody', 'anisic', 'sweet']"
Tricyclodecenyl propionate,CCC(=O)OC1CC2CC1C1CC=CC21,3522,17511-60-3,"Fresh, herbal note reminiscent of basil oil.","['fresh', 'herbal']"
Trimethylcyclohexyl acetate,CC(=O)OC1CC(C)CC(C)(C)C1,3523,67859-96-5,"Mild, sweet-minty, herbaceous-fruity; slight rose odor","['rose', 'fruity', 'herbal', 'sweet', 'mint']"
Trimethylcyclohexyl butyrate,CCCC(=O)OC1CC(C)CC(C)(C)C1,3524,94200-12-1,"Mild, sweet-fruity-minty, somehat banana odor","['mint', 'fruity', 'banana', 'sweet']"
Trimethylcyclohexyl propionate,CCC(=O)OC1(C)CCCCC1(C)C,3526,,"Mild, sweet-minty, fruity, herbaceous odor","['fruity', 'herbal', 'sweet', 'mint']"
Homosalate,CC1CC(OC(=O)c2ccccc2O)CC(C)(C)C1,3527,118-56-9,"Virtually odourless, weak medicinal","['medicinal', 'odorless']"
Trimethylhexyl formate,CC(CCOC=O)CC(C)(C)C,3528,67355-38-8,"Woody, with a powerful green herbal character","['green', 'woody', 'herbal']"
Trimethylhexyl isovalerate,CCCCC(C)C(C)(C)OC(=O)CC(C)C,3529,,"Fruity/floral, somewhat herbal-woody note","['woody', 'fruity', 'floral', 'herbal']"
Trimethylhexyl propionate,CCC(=O)OCCCCCCC(C)C,3530,65155-45-5,"Fresh floral, somewhat herbal; lavender-like","['fresh', 'floral', 'herbal']"
Undecenyl butyrate,C=CCCCCCCCCCOC(=O)CCC,3531,56195-37-0,"Oily, fatty, heavy, slightly fruity","['oily', 'fruity', 'fatty']"
Undecyl butyrate,CCCCCCCCCCCOC(=O)CCC,3532,2/9/5461,"Mild, oily, fatty, slightly fruity on dilution","['oily', 'fruity', 'fatty']"
Verbenyl acetate,CC(=O)OC1C=C(C)C2CC1C2(C)C,3533,33522-69-9,"Herbaceous, spicy, somewhat fruity and minty flavor","['fruity', 'spicy', 'mint', 'herbal']"
Acetylmethylthiophene,CC(=O)c1ccc(C)s1,3534,13679-74-8,"Sweet almond, cherry, nutty, coumarin, vanilla","['vanilla', 'nutty', 'sweet', 'almond', 'cherry', 'coumarinic']"
Amylcyclopentenone,CCCCCC1=CCCC1=O,3536,25564-22-1,"Floral-fruity, jasmine, tuberose","['fruity', 'floral', 'jasmine']"
Cycloheptanone,O=C1CCCCCC1,3537,502-42-1,"Minty, ketonic","['ketonic', 'mint']"
Cyclopentylcyclopentanone,O=C1CCCC1C1CCCC1,3538,4884-24-6,"Fruity, mildly green, fresh mint-like, jasmine connotation","['green', 'fruity', 'fresh', 'jasmine', 'mint']"
Dihydrodihydroxymethylpyranone,CC1=C(O)C(=O)C(O)CO1,3539,28564-83-2,"Weak caramellic, sugar notes",['caramellic']
Diisopropyl ketone,CC(C)C(=O)C(C)C,3540,565-80-0,"Ethereal, ketonic, slightly herbaceous-fruity, cheese","['ketonic', 'ethereal', 'fruity', 'herbal', 'cheesy']"
Dimethoxyacetophenone,COc1ccc(C(C)=O)cc1OC,3541,1131-62-0,"Sweet, faintly bitter-almond-like, balsamic, slightly vanilla odor","['vanilla', 'almond', 'balsamic', 'sweet']"
Ethyl 2-furyl ketone,CCC(=O)c1ccco1,3542,3194-15-8,"Sweet, slightly fruity","['fruity', 'sweet']"
Furfurylthiomethylpentanone,CCCC(=O)CCSCc1ccco1,3544,,"Roasted meat, a grilled or burned-meat flavor","['meaty', 'roasted', 'burnt']"
Hexylcyclopentanone,CCCCCCC1CCCC1=O,3545,13074-65-2,"Green floral, jasmin-like, fruity","['green', 'fruity', 'floral', 'jasmine']"
Hydroxypentanone,CCCC(=O)CO,3547,5704-20-1,"Buttery, hay-like","['hay', 'buttery']"
Anisylidene acetone,COc1ccc(/C=C/C(C)=O)cc1,3551,943-88-4,"In dilution sweet, floral and creamy","['creamy', 'floral', 'sweet']"
Methylfurylpropanedione,CC(=O)C(=O)c1ccc(C)o1,3552,1197-20-2,"Caramellic, burnt note","['burnt', 'caramellic']"
Methylhexanone,CCCC(C)C(C)=O,3554,2550-21-2,"Ketonic, ethereal, slightly fruity, herbal-dairy","['ketonic', 'ethereal', 'fruity', 'dairy', 'herbal']"
Methyl methylthienyl ketone,CC(=O)c1sccc1C,3555,,"Sweet, honey-nutty","['honey', 'nutty', 'sweet']"
Calone®,Cc1ccc2c(c1)OCC(=O)CO2,3556,28940-11-6,"Fresh, marine, green, melon, watermelon, shellfish","['green', 'melon', 'fresh']"
Methylbutenone,C=C(C)C(C)=O,3557,814-78-8,"Pungent odor; green, earthy, fermented flavor",['pungent']
Methylthiobutyryltrimethylcyclohexene,CCCCC(=S)C1(C)CCCC(C)=C1C,3558,68697-67-6,"Sweet, black-tea-like, cocoa-like and damascenone-like odor & flavor","['cocoa', 'tea', 'sweet']"
Propylthioheptanone,CCCCCC(=O)CSCCC,3561,,"Sweet, floral, jasmin, grapefruit, black currant flavor at 2 ppm","['black currant', 'jasmine', 'grapefruit', 'floral', 'sweet']"
Butylcyclohexanone,CC(C)(C)C1CCC(=O)CC1,3562,98-53-3,"Dry, camphoraceous, slightly minty and patchouli-like","['camphoreous', 'mint', 'dry']"
Butylacetophenone,CC(=O)c1ccc(C(C)(C)C)cc1,3563,943-27-1,"Sweet, balsamic-floral, herbaceous","['balsamic', 'floral', 'sweet', 'herbal']"
Orivone,CCC(C)(C)C1CCC(=O)CC1,3564,16587-71-6,"Woody, Orris, Camphoraceous","['woody', 'camphoreous', 'orris']"
Theaspirone,CC1=CC(=O)CC(C)(C)C12CCC(C)O2,3566,19377-59-4,"Floral, tea-like,  important contributor to the flavor of Black tea.","['tea', 'floral']"
Isodamascone,C/C=C/C(=O)C1CCC(C)(C)C=C1C,3568,39872-57-6,"Diffusive, fruity-apple, floral-rose; damascenone & damascone connotation","['apple', 'rose', 'fruity', 'floral']"
Trimethylhydroxycyclohexanone,CC1(C)CCCC(C)(O)C1=O,3569,7500-42-7,"Tobacco, cistus, somewhat tea like","['tea', 'tobacco']"
Cyclohexylpropionic acid,O=C(O)CCC1CCCCC1,3572,701-97-3,"Acidic, balsamic, labdanum connotation",['balsamic']
Dodecenoic acid,CCCCCCCCC/C=C/C(=O)O,3574,32466-54-9,"Mild fatty, slighly green fruity (see comments)","['green', 'fatty', 'fruity']"
Ethyloctenoic acid,CCCCC(/C=C/C(=O)O)CC,3576,60308-76-1,"Oily, fatty, tallow, goaty, mutton","['oily', 'fatty']"
Heptadecanoic acid,CCCCCCCCCCCCCCCCC(=O)O,3577,506-12-7,Almost odorless with little taste & fatty-waxy mouthfeel,['odorless']
Hexadecenoic acid,CCCCCCCCCCCCCC=CC(=O)O,3578,629-56-1,"Mild oily, fatty (for the trans isomer)","['oily', 'fatty']"
Hydroxymethylpentanoic acid,CCC(C)C(O)C(=O)O,3580,488-15-3,"Fruity, cream, butter & cheese notes","['buttery', 'fruity', 'cheesy', 'creamy']"
Hydroxybutyric acid,CC(O)CC(=O)O,3581,300-85-6,"Fruity, sweaty, cheese notes","['fruity', 'cheesy']"
Hydroxyhexanoic acid,CCCC(O)CC(=O)O,3582,10191-24-9,"Fruity, cheese notes","['fruity', 'cheesy']"
Methylnonanoic acid,CC(C)CCCCCCC(=O)O,3583,5963-14-4,"Mild mutton like fatty odor; soapy, decanoic acid like taste",['fatty']
Methylthiobutyric acid,CCC(C)C(O)=S,3584,,"Sulfurous, cheesy-fruity aroma in dilution","['sulfurous', 'fruity', 'cheesy']"
Pentadecanoic acid,CCCCCCCCCCCCCCC(=O)O,3585,1002-84-2,"Weak, waxy, slight fatty odor & taste","['fatty', 'waxy']"
Pivalic acid,CC(C)(C)C(=O)O,3587,75-98-9,"Pungent, sour, cheesy","['pungent', 'sour', 'cheesy']"
Thioglycolic acid,O=C(O)CS,3588,68-11-1,"Strong, sulfurous, mercaptan odor (unless highly purified)",['sulfurous']
Thiomalic acid,O=C(O)CC(S)C(=O)O,3589,70-49-5,Sulfuraceos odor,['sulfurous']
Thiopropionic acid,CCC(=O)S,3590,1892-31-5,Sulfuraceos odor (see comments),['sulfurous']
Tridecanoic acid,CCCCCCCCCCCCC(=O)O,3591,638-53-9,"Weak, waxy-fatty odor & taste.","['fatty', 'waxy']"
Trimethylhexanoic acid,CC(CC(=O)O)CC(C)(C)C,3592,10/1/3302,"Mild, characteristic sour acidic odor (not rancid)",['sour']
Decenol,CCCCC/C=C/CCCO,3593,57074-37-0,"Fruity melon-cucumber-like; herbaceous, waxy-fatty, peely, earthy notes","['fruity', 'fatty', 'earthy', 'melon', 'waxy', 'herbal', 'cucumber']"
Dimethylpentanol,CC(C)C(O)C(C)C,3594,600-36-2,"Sweet, solventy, alcoholic","['alcoholic', 'solvent', 'sweet']"
Dimethylnonanol,CCCCCC(C)(O)CC(C)C,3595,74356-31-3,Fruity,['fruity']
Dodecenol,CCCCCCCCC/C=C/CO,3596,22104-81-0,"Pleasant, fatty-citrus","['fatty', 'citrus']"
Hinokitiol,CC(C)c1cccc(O)c(=O)c1,3597,499-44-5,"Phenolic, woody, mossy","['woody', 'phenolic']"
Isogeraniol,CC(C)=CC/C=C(/C)CCO,3598,16750-94-0,Rose-floral,"['floral', 'rose']"
Limonenediol,C=C(C)C1CCC(C)(O)C(O)C1,3599,1946-00-5,"Weak, bitter-astringency reminiscent of grapefruit",['grapefruit']
Menthenol,CC(C)[C@@H]1C=C[C@](C)(O)CC1,3600,619-62-5,"Musty, herbaceous, floral","['floral', 'musty', 'herbal']"
Menthadienol,C=C(C)C1C=CC(C)(O)CC1,3601,22771-44-4,"Herbaceous, floral, terpenic, somewhat musty","['musty', 'floral', 'herbal']"
Menthadienol,C=C(C)C1(O)CC=C(C)CC1,3602,2/1/3419,"Peculiar, heavy, earthy, urinous-animal tonality; sweet, somewhat musty","['earthy', 'animal', 'musty', 'sweet']"
Methylheptanol,CCC(O)CCC(C)C,3605,18720-66-6,"Oily-floral, but rather harsh and unnatural odor","['oily', 'floral']"
Methylheptanol,CCC(C)CC(O)CC,3606,18720-65-5,"Oily, fermented alcoholic, slight fruity-floral notes","['alcoholic', 'oily', 'fruity', 'fermented', 'floral']"
Methylhexanol,CC(C)CCCCO,3608,627-98-5,"Oily, fusel oil, yeasty-fermented alcoholic notes","['alcoholic', 'solvent', 'oily', 'fermented']"
Butylcyclohexanol,CC(C)(C)C1CCC(O)CC1,3610,98-52-2,"Dry, woody-patchouli, camphoraceous with tarry-leather notes","['leathery', 'camphoreous', 'woody', 'dry']"
Tetrahydromyrcenol,CCC(C)CCCC(C)(C)O,3612,18479-57-7,"Floral, citrusy, lime-like note with lavender connotation","['floral', 'citrus']"
Tridecanol,CCCCCCCCCCCCCO,3613,112-70-9,"Very faint, waxy-woody and sweet-fruity odor; waxy taste","['woody', 'fruity', 'waxy', 'sweet']"
Undecatrienol,CCCCCC=CC=CC=CO,3614,35389-48-1,"Marine, fishy, green-ozonic aroma","['green', 'fishy']"
Decenal,CC/C=C\CCCCCC=O,3615,21661-97-2,"Powerful citrus, cucumber, aldehydic notes","['cucumber', 'aldehydic', 'citrus']"
Dimethyltetrahydrobenzaldehyde,CC1=CC(C)C(C=O)CC1,3616,68737-61-1,"Green, Leafy, Floral, Citrus, Powerful; See comments","['green', 'leafy', 'floral', 'citrus']"
Dimethylcyclohexenecarboxaldehydes,CC1C=CCCC1(C)C=O,3617,27939-60-2,"Green, Leafy, Floral, Citrus, Powerful; See comments","['green', 'leafy', 'floral', 'citrus']"
Vertoliff,CC1=CCC(C)C(C=O)C1,3619,67801-65-4,"Green, Citrus, Herbal, Aldehydic","['green', 'aldehydic', 'citrus', 'herbal']"
Ethylhexenal,CCC/C=C(/C=O)CC,3620,645-62-5,"Lemon, apple, fruity ( for cis isomer)","['apple', 'fruity', 'lemon']"
Ethylcitral,CC/C(C)=C/CC/C(C)=C/C=O,3621,41448-29-7,"Fresh citrusy, lemon-like, herbal, slightly fruity","['citrus', 'fruity', 'fresh', 'lemon', 'herbal']"
Ethylcrotonaldehyde,C/C=C(/C=O)CC,3622,19780-25-7,"Pungent, capronic, somewhat fruity","['fruity', 'pungent']"
Geranoxyacetaldehyde,CC(C)=CCC/C(C)=C/COCC=O,3624,65405-73-4,"Fresh, floral, aldehydic, ozone, rose & muguet connotations","['rose', 'fresh', 'aldehydic', 'floral']"
Hexylidenehexanal,CCCCC/C=C(/C=O)CCCC,3625,13019-16-4,"Adds fatty, citrus, green, grassy, aldehydic and fruity flavor notes","['grassy', 'citrus', 'green', 'fatty', 'fruity', 'aldehydic']"
Lyral®,CC(C)(O)CCCC1=CCC(C=O)CC1,3626,31906-04-4,"Floral, muguet, aldehydic, woody","['woody', 'aldehydic', 'floral']"
Empetal,CC(C)=CCCC1=CCC(C=O)CC1,3627,37677-14-8,"Citrus, Aldehydic, Floral, Ozone (Fresh Air/Marine)","['floral', 'aldehydic', 'citrus']"
Methylmethylthiomethylhexenal,CCC(C)/C=C(\C=O)CSC,3628,99910-84-6,"Powerful onion meat to soup-like aroma; spicy, herbal","['spicy', 'meaty', 'onion', 'herbal']"
Methylmethylthiomethylhexenal,CSC/C(C=O)=C/CC(C)C,3629,85407-25-6,"Powerful onion meat to soup-like aroma, spicy, herbal","['spicy', 'meaty', 'onion', 'herbal']"
Methylmethylthiomethylpentenal,CCC(C)=C(C=O)CSC,3630,40878-73-7,"Pungent, spicy, herbal","['spicy', 'pungent', 'herbal']"
Lilial®,CC(C=O)Cc1ccc(C(C)(C)C)cc1,3631,80-54-6,"Fresh, light, green floral, reminiscent of lily-of-the valley","['green', 'fresh', 'floral']"
Nonadienal,CCCCC=CC=CC=O,3632,30551-17-8,"Fatty, green, violet, cucumber, grassy boiled leaf-like","['grassy', 'green', 'fatty', 'violet', 'leafy', 'cucumber']"
Nonenal,CCCCC/C=C\CC=O,3633,31823-43-5,"Cucumber, green, watermelon","['green', 'cucumber']"
Octenal,CCCC/C=C\CC=O,3634,78693-34-2,"Fresh, green, fruity","['green', 'fruity', 'fresh']"
Octyloxyacetaldehyde,CCCCCCCCOCC=O,3635,53488-14-5,"Fresh, aldehydic, herbal, slightly floral-fruity","['fruity', 'fresh', 'aldehydic', 'herbal', 'floral']"
Profarnesal (Symrise),CC(C)=CCC/C(C)=C/CCC(C)C=O,3636,24048-13-3,"Fresh floral, aldehydic, watery; notes of muguet, lindenblossom","['fresh', 'aldehydic', 'floral']"
Eicosane,CCCCCCCCCCCCCCCCCCCC,3637,112-95-8,"Bland, waxy",['waxy']
Methylpentene,C/C=C\C(C)C,3638,691-38-3,"Gassy, hydrocarbon odor",['gasoline']
Nonene,C=CCCCCCCC,3639,124-11-8,"Strong odor, hydrocarbon odor, gasoline odor",['gasoline']
Tetramethylpentadecane,CC(C)CCCC(C)CCCC(C)CCCC(C)C,3640,1921-70-6,"Waxy, oily, slight fish connotation","['oily', 'fishy', 'waxy']"
Undecane,CCCCCCCCCCC,3641,1120-21-4,"Gassy, hydrocarbon odor",['gasoline']
Undecatetraene,C=CC=CC=CC=CCCC,3642,116963-97-4,"Woody, earthy, green leafy, fruity, galbanum odor","['green', 'earthy', 'fruity', 'leafy', 'woody']"
Undecene,C/C=C/CCCCCCCC,3643,2/2/2244,"Gassy, hydrocarbon odor",['gasoline']
Butyl propyl disulfide,CCCCSSCCC,3645,72437-64-0,"Pungent, alliaceous, garlic, onion, savory","['alliaceous', 'garlic', 'savory', 'onion', 'pungent']"
Diisoamyl disulfide,CC(C)CCSSCCC(C)C,3647,4/9/2051,"Sufurous; allium, savory, meaty, green, vegetative and asafetida notes","['vegetable', 'meaty', 'green', 'alliaceous', 'savory', 'sulfurous']"
Ditolyl disulfide,Cc1ccccc1SSc1ccccc1C,3650,4032-80-8,"Sulfury, roasted, burnt, meaty","['sulfurous', 'burnt', 'meaty', 'roasted']"
Diamyl disulfide,CCC(C)(C)SSC(C)(C)CC,3652,34965-30-5,"Sufurous; allium, savory, meaty, green, vegetative, asefetita","['vegetable', 'meaty', 'green', 'alliaceous', 'savory', 'sulfurous']"
Ethyl hydroxyethyl sulfide,CCSCCO,3653,110-77-0,"Sulfurous, savory, meaty, garlic & onion-like, tropical in dilution","['meaty', 'garlic', 'savory', 'tropical', 'onion', 'sulfurous']"
Ethylmethylthiazole,CCc1scnc1C,3655,31883-01-9,"Green vegetables, raw hazelnut odor & nutty, green earthy flavor","['green', 'vegetable', 'hazelnut']"
Isobutylmethylthiazole,Cc1nc(CC(C)C)cs1,3656,72611-71-3,"Tropical fruity, green, nut-like","['green', 'fruity', 'nutty', 'tropical']"
Methyldithiopropanone,CSSCC(C)=O,3657,122861-78-3,"Onion, sweet, green aroma","['onion', 'green', 'sweet']"
Methyl octyl sulfide,CCCCCCCCSC,3658,3698-95-1,"Green, sulfurous, dirty pineapple, fruity tropical, onion, wasabi notes","['green', 'fruity', 'tropical', 'onion', 'sulfurous', 'pineapple']"
Methyl tolyl disulfide,CSSc1ccccc1C,3659,35379-09-0,"Sulfurous, roasted, meaty","['sulfurous', 'meaty', 'roasted']"
Methylfuryl methyltetrahydrofuryl disulfide,Cc1ccoc1SSC1(C)CCCO1,3660,252736-40-6,"Sulfuraceous, meaty-savory on dilution","['sulfurous', 'meaty', 'savory']"
Methylthiazole,Cc1cncs1,3661,3581-89-3,"Sulfurous, roasted, coffee and roasted nuts connotation","['sulfurous', 'coffee', 'roasted']"
Methylthioethylpyrazine,CCc1nccnc1SC,3662,72987-62-3,"Nutty, green, roasted vegetable","['roasted', 'green', 'earthy', 'nutty', 'vegetable', 'musty']"
Dimercaptopropanol,OCC(S)CS,3663,59-52-9,"Sulfurous, mecaptan-hydrogen sulfide odor",['sulfurous']
Dimethylbutanethiol,CCCC(C)(C)S,3664,,"Sulfurous, skunky, vegetative,  roasted meaty on dilution","['vegetable', 'meaty', 'roasted', 'sulfurous']"
Mercaptoethanol,OCCS,3665,60-24-2,"Burnt-rubber; meaty, poultry-like in dilution; modifier for fruit flavors","['chicken', 'burnt', 'meaty']"
Methylbenzyl mercaptan,Cc1ccc(CS)cc1,3666,4498-99-1,"Sulfurous, burnt, garlic, savory like odor","['sulfurous', 'burnt', 'garlic', 'savory']"
